symbol,isin,shortName,longName,quoteType,address1,city,state,zip,country,website,industry,sector,marketCap,currency,enterpriseValue,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,longBusinessSummary
CDW,US12514G1085,CDW Corporation,CDW Corporation,EQUITY,200 North Milwaukee Avenue,Vernon Hills,IL,60061,United States,https://www.cdw.com,Information Technology Services,Technology,29978460160,USD,35966763008,665299968,4.981,1987399936,6194200064,0.97,1.135,20942899200,284.804,156.057,0.08059,0.58541,1335937536,1595000064,0.078,-0.036,0.22097999,0.0949,0.07986,USD,"CDW Corporation provides information technology (IT) solutions in the United States, the United Kingdom, and Canada. It operates through three segments: Corporate, Small Business, and Public. The company offers discrete hardware and software products and services, as well as integrated IT solutions, including on-premise and cloud capabilities across hybrid infrastructure, digital experience, and security. It also provides hardware products comprising notebooks/mobile devices, tablets, network communications, desktop computers, collaboration, data storage and servers, and others; and software products, such as cloud solutions, software assurance, application suites, security, virtualization, operating systems, and network management. In addition, the company offers advisory and design, software development, implementation, managed, professional, configuration, partner, and telecom services, as well as warranties; delivers and manages mission critical software, systems, and network solutions; and implementation and installation, and repair services to its customers through various third-party service providers. It serves government, education, and healthcare customers; and small, medium, and large business customers. CDW Corporation was founded in 1984 and is headquartered in Vernon Hills, Illinois."
PHM,ES0169501022,"PulteGroup, Inc.","PulteGroup, Inc.",EQUITY,3350 Peachtree Road NE,Atlanta,GA,30326,United States,https://www.pultegroup.com,Residential Construction,Consumer Cyclical,29365684224,USD,30319771648,1395170944,6.723,3721209088,2275584000,0.576,5.964,16845999104,20.276,78.909,0.14309,0.26968,1128856064,1403442944,0.192,0.098,0.29775,0.2209,0.22454001,USD,"PulteGroup, Inc., through its subsidiaries, primarily engages in the homebuilding business in the United States. It acquires and develops land primarily for residential purposes; and constructs housing on such land. The company also offers various home designs, including single-family detached, townhomes, condominiums, and duplexes under the Centex, Pulte Homes, Del Webb, DiVosta Homes, John Wieland Homes and Neighborhoods, and American West brand names. In addition, the company arranges financing through the origination of mortgage loans primarily for homebuyers; sells the servicing rights for the originated loans; and provides title insurance policies, and examination and closing services to homebuyers. PulteGroup, Inc. was founded in 1950 and is headquartered in Atlanta, Georgia."
ADM,GB00B02J6398,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company,EQUITY,77 West Wacker Drive,Chicago,IL,60601,United States,https://www.adm.com,Farm Products,Consumer Defensive,29475063808,USD,40763793408,764000000,1.598,3988000000,11875999744,0.375,1.443,88768004096,52.874,171.202,0.03415,0.1075,2144875008,4728999936,-0.424,-0.117,0.07441,0.04493,0.0222,USD,"Archer-Daniels-Midland Company engages in the procurement, transportation, storage, processing, and merchandising of agricultural commodities, ingredients, flavors, and solutions in the United States, Switzerland, the Cayman Islands, Brazil, Mexico, Canada, the United Kingdom, and internationally. It operates in three segments: Ag Services and Oilseeds, Carbohydrate Solutions, and Nutrition. The company originates, merchandises, stores, and transports agricultural raw materials, such as oilseeds and soft seeds. It also engages in the agricultural commodity and feed product import, export, and distribution; and various structured trade finance activities. In addition, the company offers soybean meal and oil; vegetable and salad oils and protein meals; ingredients for the food, feed, energy, and industrial customers; margarine, shortening, and other food products; and partially refined oils to produce biodiesel and glycols for use in chemicals, paints, and other industrial products. Further, it provides peanuts, peanut-derived ingredients, and cotton cellulose pulp; sweeteners, corn and wheat starches, syrup, glucose, wheat flour, and dextrose; alcohol, and other food and animal feed ingredients; ethyl alcohol and ethanol; corn gluten feed and meal; distillers' grains; corn germ; and citric acids. Additionally, the company provides proteins, natural flavors, flavor systems, natural colors, emulsifiers, soluble fiber, polyols, hydrocolloids, probiotics, prebiotics, postbiotics, enzymes, and botanical extracts; and other specialty food and feed ingredients; edible beans; formula feeds, and animal health and nutrition products; and contract and private label pet treats and food products. It also offers futures commission merchant; commodity brokerage services; cash margins and securities pledged to commodity exchange clearinghouse; and cash pledged as security under certain insurance arrangements. The company was founded in 1902 and is headquartered in Chicago, Illinois."
TSCO,GB0008847096,Tractor Supply Company,Tractor Supply Company,EQUITY,5401 Virginia Way,Brentwood,TN,37027,United States,https://www.tractorsupply.com,Specialty Retail,Consumer Cyclical,29786406912,USD,34383847424,394748000,3.66,1906818944,5126519808,0.155,1.43,14713277440,222.377,136.048,0.09962,0.51282,568652864,1369054976,0.026,0.015,0.36158,0.1296,0.13221,USD,"Tractor Supply Company operates as a rural lifestyle retailer in the United States. The company offers various merchandise, including livestock and equine feed and equipment, poultry, fencing, and sprayers and chemicals; food, treats, and equipment for dogs, cats, and other small animals, as well as dog wellness products; seasonal and recreation products comprising tractors and riders, lawn and garden, bird feeding, power equipment, and other recreational products; truck, tool, and hardware products, such as truck accessories, trailers, generators, lubricants, batteries, and hardware and tools; and clothing, gift, and décor products consist of clothing, footwear, toys, snacks, and decorative merchandise. It provides its products under the 4health, Paws & Claws, American Farmworks, Producer's Pride, Bit & Bridle, Red Shed, Blue Mountain, Redstone, C.E. Schmidt, Retriever, Country Lane, Ridgecut, Countyline, Royal Wing, Country Tuff, Strive, Dumor, Traveller, Farm Table, Treeline, Groundwork, TSC Tractor Supply Co, Huskee, Untamed, and JobSmart brand names. The company operates its retail stores under the Tractor Supply Company, Petsense by Tractor Supply, and Orscheln Farm and Home names; and operates websites under the TractorSupply.com and Petsense.com names. It sells its products to recreational farmers, ranchers, and others. Tractor Supply Company was founded in 1938 and is based in Brentwood, Tennessee."
BRO,US1152361010,"Brown & Brown, Inc.","Brown & Brown, Inc.",EQUITY,300 North Beach Street,Daytona Beach,FL,32114,United States,https://www.bbinsurance.com,Insurance Brokers,Financial Services,29045274624,USD,32050212864,1116000000,3.912,1497299968,4341000192,0.398,1.129,4453700096,71.907,15.872,0.05361,0.17958,755562496,994499968,0.343,0.115,0.48321998,0.33619,0.29670998,USD,"Brown & Brown, Inc. markets and sells insurance products and services in the United States, Canada, Ireland, the United Kingdom, and internationally. It operates through four segments: Retail, National Programs, Wholesale Brokerage, and Services. The Retail segment provides property and casualty, employee benefits insurance products, personal insurance products, specialties insurance products, risk management strategies, loss control survey and analysis, consultancy, and claims processing services. It serves commercial, public and quasi-public entities, professional, and individual customers. The National Programs segment offers professional liability and related package insurance products for dentistry, legal, eyecare, insurance, financial, physicians, real estate title professionals, as well as supplementary insurance products related to weddings, events, medical facilities, and cyber liabilities. This segment also provides public entity-related and specialty programs through a network of independent agents; and program management services for insurance carrier partners. The Wholesale Brokerage segment markets and sells excess and surplus commercial and personal lines insurance through independent agents and brokers. The Services segment offers third-party claims administration and medical utilization management services in the workers' compensation and all-lines liability arenas, Medicare Set-aside, Social Security disability, Medicare benefits advocacy, and claims adjusting services. Brown & Brown, Inc. was founded in 1939 and is headquartered in Daytona Beach, Florida."
MRNA,US60770K1079,"Moderna, Inc.","Moderna, Inc.",EQUITY,200 Technology Square,Cambridge,MA,02139,United States,https://www.modernatx.com,Biotechnology,Healthcare,24837746688,USD,18031974400,8488000000,22.081,-4107000064,1268999936,3.771,4.088,5049999872,10.835,13.22,-0.15424,-0.40941003,-2352375040,-3240999936,N/A,-0.299,-0.62990004,-0.81327003,-5.6556,USD,"Moderna, Inc., a biotechnology company, discovers, develops, and commercializes messenger RNA therapeutics and vaccines for the treatment of infectious diseases, immuno-oncology, rare diseases, autoimmune, and cardiovascular diseases in the United States, Europe, and internationally. Its respiratory vaccines include COVID-19, influenza, and respiratory syncytial virus, spikevax, and hMPV/PIV3 vaccines; latent vaccines comprise cytomegalovirus, epstein-barr virus, herpes simplex virus, varicella zoster virus, and human immunodeficiency virus vaccines; public health vaccines consists of Zika, Nipah, Mpox vaccines; and infectious diseases vaccines, such as lyme and norovirus vaccines. The company also offers systemic secreted and cell surface therapeutics; cancer vaccines, such as personalized cancer, KRAS, and checkpoint vaccines; intratumoral immuno-oncology products; rare disease intracellular therapeutics; and inhaled pulmonary therapeutics. It has strategic alliances and collaborations with AstraZeneca; Merck & Co., Inc; Vertex Pharmaceuticals Incorporated; Vertex Pharmaceuticals (Europe) Limited; Chiesi Farmaceutici S.p.A.; Metagenomi, Inc.; Carisma Therapeutics, Inc.; CytomX Therapeutics; Defense Advanced Research Projects Agency; Biomedical Advanced Research and Development Authority; Institute for Life Changing Medicines; The Bill & Melinda Gates Foundation; and OpenAI. The company was formerly known as Moderna Therapeutics, Inc. and changed its name to Moderna, Inc. in August 2018. Moderna, Inc. was founded in 2010 and is headquartered in Cambridge, Massachusetts."
DTE,DE0005557508,DTE Energy Company,DTE Energy Company,EQUITY,One Energy Plaza,Detroit,MI,48226-1279,United States,https://www.dteenergy.com,Utilities - Regulated Electric,Utilities,26184925184,USD,48032141312,1082000000,5.227,3416999936,23211999232,0.435,0.694,12396999680,208.891,60.18,0.030669998,0.12835,-1422625024,3262000128,0.598,0.071,0.35275,0.27563,0.17461,USD,"DTE Energy Company engages in the utility operations. The company's Electric segment generates, purchases, distributes, and sells electricity to various residential, commercial, and industrial customers in southeastern Michigan. It generates electricity through coal-fired plants, hydroelectric pumped storage, and nuclear plants, as well as wind and solar assets. This segment owns and operates distribution substations and line transformers. The company's Gas segment purchases, stores, transports, distributes, and sells natural gas to various residential, commercial, and industrial customers throughout Michigan; and sells storage and transportation capacity. Its DTE Vantage segment offers metallurgical and petroleum coke to steel and other industries; and power generation, steam production, chilled water production, and wastewater treatment services, as well as air supplies compressed air to industrial customers. Its Energy Trading segment engages in power, natural gas, and environmental marketing and trading; structured transactions; and the optimization of contracted natural gas pipeline transportation and storage positions. The company was founded in 1849 and is based in Detroit, Michigan."
CCL,GB0031215220,Carnival Corporation,Carnival Corporation & plc,EQUITY,3655 N.W. 87th Avenue,Miami,FL,33178-2428,United States,https://www.carnivalcorp.com,Travel Services,Consumer Cyclical,24695951360,USD,53109944320,1664999936,1.311,5269000192,30652999680,0.194,0.282,23437000704,449.853,18.542,0.03487,0.14244,-962249984,6562999808,N/A,0.177,0.51171,0.22482,0.097040005,USD,"Carnival Corporation & plc engages in the provision of leisure travel services in North America, Australia, Europe, Asia, and internationally. The company operates through four segments: NAA Cruise Operations, Europe Cruise Operations, Cruise Support, and Tour and Other. It operates port destinations, private islands, and a solar park, as well as owns and operates hotels, lodges, glass-domed railcars, and motor coaches. The company offers its services under the Carnival Cruise Line, Princess Cruises, Holland America Line, Seabourn, Costa Cruises, AIDA Cruises, P&O Cruises, and Cunard brand. Additionally, it sells its cruises primarily through travel agents, tour operators, vacation planners, and websites. Carnival Corporation & plc was founded in 1972 and is headquartered in Miami, Florida."
ZBH,US98956P1021,"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc.",EQUITY,345 East Main Street,Warsaw,IN,46580,United States,https://www.zimmerbiomet.com,Medical Devices,Healthcare,21782618112,USD,27295586304,420100000,2.063,2520699904,6034599936,0.509,1.286,7524800000,47.332,36.369,0.045440003,0.07946,1038512512,1523399936,0.18,0.039,0.71792,0.33499,0.20705,USD,"Zimmer Biomet Holdings, Inc., together with its subsidiaries, operates as a medical technology company worldwide. The company designs, manufactures, and markets orthopedic reconstructive products, such as knee and hip products; S.E.T. products, including sports medicine, biologics, foot and ankle, extremities, and trauma products; craniomaxillofacial and thoracic products comprising face and skull reconstruction products, as well as products that fixate and stabilize the bones of the chest to facilitate healing or reconstruction after open heart surgery, trauma, or for deformities of the chest. It also offers robotic, surgical, and bone cement products. The company's products and solutions are used to treat patients suffering from disorders of, or injuries to, bones, joints, or supporting soft tissues. It serves orthopedic surgeons, neurosurgeons, hospitals, stocking distributors, healthcare dealers, and other specialists, as well as agents, healthcare purchasing organizations, or buying groups. The company was formerly known as Zimmer Holdings, Inc. and changed its name to Zimmer Biomet Holdings, Inc. in June 2015. Zimmer Biomet Holdings, Inc. was founded in 1927 and is headquartered in Warsaw, Indiana."
ATO,FR0000051732,Atmos Energy Corporation,Atmos Energy Corporation,EQUITY,1800 Three Lincoln Centre,Dallas,TX,75240,United States,https://www.atmosenergy.com,Utilities - Regulated Gas,Utilities,21313490944,USD,28126500864,948171008,6.108,1991972992,7876078080,1.36,1.735,4094885120,64.648,27.161,0.03579,0.090179995,-1562511872,1641298944,0.148,0.059,0.57717997,0.48645002,0.32149,USD,"Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distribution, and pipeline and storage businesses in the United States. It operates through two segments, Distribution, and Pipeline and Storage. The Distribution segment is involved in the regulated natural gas distribution and related sales operations in eight states. This segment distributes natural gas to approximately 3.3 million residential, commercial, public authority, and industrial customers; and owned 73,689 miles of underground distribution and transmission mains. The Pipeline and Storage segment engages in the pipeline and storage operations. This segment transports natural gas for third parties and manages five underground storage facilities in Texas; provides ancillary services customary to the pipeline industry, including parking arrangements, lending, and inventory sales; and owned 5,645 miles of gas transmission lines. Atmos Energy Corporation was founded in 1906 and is headquartered in Dallas, Texas."
WBD,US9344231041,"Warner Bros. Discovery, Inc. - ","Warner Bros. Discovery, Inc.",EQUITY,230 Park Avenue South,New York,NY,10003,United States,https://ir.wbd.com,Entertainment,Communication Services,19867336704,USD,58554724352,3680999936,1.501,7409999872,40961998848,0.41,0.756,39934001152,115.663,16.35,-0.00124,-0.28667,20797124608,7906999808,N/A,-0.062,0.41764,0.18556,-0.06713,USD,"Warner Bros. Discovery, Inc. operates as a media and entertainment company worldwide. It operates through three segments: Studios, Network, and DTC. The Studios segment produces and releases feature films for initial exhibition in theaters; produces and licenses television programs to its networks and third parties and direct-to-consumer services; distributes films and television programs to various third parties and internal television; and offers streaming services and distribution through the home entertainment market, themed experience licensing, and interactive gaming. The Network segment comprises domestic and international television networks. The DTC segment offers premium pay-tv and streaming services. In addition, the company offers portfolio of content, brands, and franchises across television, film, streaming, and gaming under the Warner Bros. Motion Picture Group, Warner Bros. Television Group, DC, HBO, HBO Max, Max, Discovery Channel, discovery+, CNN, HGTV, Food Network, TNT Sports, TBS, TLC, OWN, Warner Bros. Games, Batman, Superman, Wonder Woman, Harry Potter, Looney Tunes, Hanna-Barbera, Game of Thrones, and The Lord of the Rings brands. Further, it provides content through distribution platforms, including linear network, free-to-air, and broadcast television; authenticated GO applications, digital distribution arrangements, content licensing arrangements, and direct-to-consumer subscription products. Warner Bros. Discovery, Inc. was incorporated in 2008 and is headquartered in New York, New York."
BAX,US0718131099,Baxter International Inc.,Baxter International Inc.,EQUITY,One Baxter Parkway,Deerfield,IL,60015,United States,https://www.baxter.com,Medical Instruments & Supplies,Healthcare,19733684224,USD,30949736448,2095000064,4.106,2867000064,13342999552,0.781,1.402,14997000192,173.106,29.551,0.03711,-0.02219,1520375040,1174000000,N/A,0.028,0.38768002,0.19117,0.09575,USD,"Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare products worldwide. The company operates through four segments: Medical Products and Therapies, Healthcare Systems and Technologies, Pharmaceuticals, and Kidney Care. The company offers sterile intravenous (IV) solutions; infusion systems and devices; parenteral nutrition therapies; generic injectable pharmaceuticals; surgical hemostat and sealant products, advanced surgical equipment; smart bed systems; patient monitoring and diagnostic technologies; and respiratory health devices, as well as advanced equipment for the surgical space, including surgical video technologies, precision positioning devices, and other accessories. It also provides administrative sets; adhesion prevention products; inhaled anesthesia; drug compounding; chronic and acute dialysis therapies and services, including peritoneal dialysis (PD), hemodialysis (HD), continuous renal replacement therapies (CRRT), and other organ support therapies. The company's products are used in hospitals, kidney dialysis centers, nursing homes, rehabilitation centers, ambulatory surgery centers, doctors' offices, and patients at home under physician supervision. The company sells its products through direct sales force, as well as through independent distributors, drug wholesalers, and specialty pharmacy or other alternate site providers in approximately 100 countries. It has an agreement with Celerity Pharmaceutical, LLC to develop acute care generic injectable premix and oncolytic products; and a collaborative research agreement with Miromatrix Medical Inc. aiming to advance care for patients with acute liver failure. Baxter International Inc. was incorporated in 1931 and is headquartered in Deerfield, Illinois."
ALGN,US0162551016,"Align Technology, Inc.","Align Technology, Inc.",EQUITY,410 North Scottsdale Road,Tempe,AZ,85288,United States,https://www.aligntech.com,Medical Instruments & Supplies,Healthcare,18908825600,USD,18234132480,782110976,10.47,823372992,129091000,0.976,1.182,3942861056,3.435,52.116,0.06945,0.12088,371902880,522595008,-0.123,0.026,0.70161,0.20883,0.17323999,USD,"Align Technology, Inc. designs, manufactures, and markets Invisalign clear aligners, and iTero intraoral scanners and services for orthodontists and general practitioner dentists in the United States, Switzerland, and internationally. The company's Clear Aligner segment offers comprehensive products, including Invisalign comprehensive package that addresses the orthodontic needs of younger patients, such as mandibular advancement, compliance indicators, and compensation for tooth eruption; and Invisalign First Phase I and Invisalign First Comprehensive Phase 2 package for younger patients generally between the ages of six and ten years, which is a mixture of primary/baby and permanent teeth. The segment also provides Invisalign moderate, lite and express packages, and Invisalign go and Invisalign Go Plus; retention products, Invisalign training, and adjusting tools used by dental professionals during the course of treatment; and Invisalign Palatal Expander, a 3D printed orthodontic device; and 3D printing solutions. Its Imaging Systems and CAD/CAM Services segment offers iTero intraoral scanning system, a single hardware platform for restorative or orthodontic procedures; restorative software for general practitioner dentists, prosthodontists, periodontists, and oral surgeons; and orthodontists software for digital records storage, orthodontic diagnosis, and fabrication of printed models and retainers. This segment also provides Invisalign outcome simulator, a chair-side and cloud-based application for the iTero scanner; Invisalign progress assessment tool; Align Oral Health Suite, a digital interface designed to enhance dental consultations; and TimeLapse technology, which allows doctors or practitioners to compare a patient's historic 3D scans to the present-day scan, as well as subscription software, disposables, rentals, leases, pay per scan, and CAD/CAM software solutions. The company was incorporated in 1997 and is headquartered in Tempe, Arizona."
DG,FR0000125486,Dollar General Corporation,Dollar General Corporation,EQUITY,100 Mission Ridge,Goodlettsville,TN,37072,United States,https://www.dollargeneral.com,Discount Stores,Consumer Defensive,18837919744,USD,35906207744,1222690944,5.56,3025478912,18213994496,0.18,1.222,39676977152,250.873,180.613,0.042519998,0.20882,1272441088,3317806080,-0.202,0.042,0.29666,0.07625,0.05386,USD,"Dollar General Corporation, a discount retailer, provides various merchandise products in the southern, southwestern, midwestern, and eastern United States. It offers consumable products, including paper and cleaning products, such as paper towels, bath tissues, paper dinnerware, trash and storage bags, disinfectants, and laundry products; packaged food comprising cereals, pasta, canned soups, fruits and vegetables, condiments, spices, sugar, and flour; and perishables that include milk, eggs, bread, refrigerated and frozen food, beer, and wine. The company's consumable products also comprise snacks, such as candies, cookies, crackers, salty snacks, and carbonated beverages; health and beauty products, including over-the-counter medicines and personal care products, such as soaps, body washes, shampoos, cosmetics, and dental hygiene and foot care products; pet supplies and pet food; and tobacco products. In addition, it offers seasonal products comprising holiday items, toys, batteries, small electronics, greeting cards, stationery, prepaid phones and accessories, gardening supplies, hardware, and automotive and home office supplies; and home products that include kitchen supplies, cookware, small appliances, light bulbs, storage containers, frames, candles, craft supplies and kitchen, and bed and bath soft goods. Further, the company provides apparel, which comprise basic items for infants, toddlers, girls, boys, women, and men, as well as socks, underwear, disposable diapers, shoes, and accessories. The company was formerly known as J.L. Turner & Son, Inc. and changed its name to Dollar General Corporation in 1968. Dollar General Corporation was founded in 1939 and is based in Goodlettsville, Tennessee."
APTV,JE00B783TY65,Aptiv PLC,Aptiv PLC,EQUITY,5 Hanover Quay,Dublin,N/A,D02 VY79,Ireland,https://www.aptiv.com,Auto Parts,Consumer Cyclical,16738549760,USD,24247685120,2156999936,8.116,2976999936,7541000192,1.061,1.494,19985000448,64.07,72.061,0.0543,0.34971002,1228999936,2256999936,3.132,-0.029,0.18479,0.14896,0.1083,USD,"Aptiv PLC engages in design, manufacture, and sale of vehicle components in North America, Europe, Middle East, Africa, the Asia Pacific, South America, and internationally. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates through two segments, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. Its Advanced Safety and User Experience segment provides critical technologies and services for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, autonomous driving technologies, and end-to-end DevOps tools. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was incorporated in 2011 and is based in Dublin, Ireland."
FOXA,US35137L1052,Fox Corporation,Fox Corporation,EQUITY,1211 Avenue of the Americas,New York,NY,10036,United States,https://www.foxcorporation.com,Entertainment,Communication Services,17957126144,USD,22680743936,4319000064,9.384,2847000064,8152000000,2.264,2.541,13980000256,73.734,29.247,0.06963,0.14313,1061124992,1840000000,-0.08,0.02,0.34986,0.20365,0.20537001,USD,"Fox Corporation operates as a news, sports, and entertainment company in the United States (U.S.). The company operates through four segments: Cable Network Programming, Television, Credible, and The FOX Studio Lot. The Cable Network Programming segment produces and licenses news and sports content for distribution through traditional cable television systems, direct broadcast satellite operators and telecommunication companies, virtual multi-channel video programming distributors, and other digital platforms primarily in the U.S. Television segment produces, acquires, markets, and distributes programming through the FOX broadcast network, advertising supported video-on-demand service Tubi, and operates power broadcast television stations including duopolies and other digital platform; and produces content for third parties. The Credible segment engages in the consumer finance marketplace. The FOX Studio Lot segment provides television and film production services along with office space, studio operation services and includes all operations of the facility. The company was incorporated in 2018 and is headquartered in New York, New York."
EXPE,US65248E2037,"Expedia Group, Inc.","Expedia Group, Inc.",EQUITY,1111 Expedia Group Way West,Seattle,WA,98119,United States,https://www.expediagroup.com,Travel Services,Consumer Cyclical,18559621120,USD,20266047488,6272999936,48.187,1776000000,6551000064,0.59,0.761,13262999552,308.137,96.863,0.03847,0.25459,1886125056,2767000064,0.102,0.06,0.88901,0.13391,0.13772,USD,"Expedia Group, Inc. operates as an online travel company in the United States and internationally. The company operates through B2C, B2B, and trivago segments. Its B2C segment includes Brand Expedia, a full-service online travel brand offers various travel products and services; Hotels.com for lodging accommodations; Vrbo, an online marketplace for the alternative accommodations; Orbitz, Travelocity, Wotif Group, ebookers, CheapTickets, Hotwire.com and CarRentals.com. The company's B2B segment provides various travel and non-travel companies including airlines, offline travel agents, online retailers, corporate travel management, and financial institutions who leverage its travel technology and tap into its diverse supply to augment their offerings and market Expedia Group rates and availabilities to its travelers. Its trivago segment, a hotel metasearch website, which send referrals to online travel companies and travel service providers from hotel metasearch websites. In addition, the company provides brand advertising through online and offline channels, loyalty programs, mobile apps, and search engine marketing, as well as metasearch, social media, direct and personalized traveler communications on its websites, and through direct e-mail communication with its travelers. The company was formerly known as Expedia, Inc. and changed its name to Expedia Group, Inc. in March 2018. Expedia Group, Inc. was founded in 1996 and is headquartered in Seattle, Washington."
TXT,US8832031012,Textron Inc.,Textron Inc.,EQUITY,40 Westminster Street,Providence,RI,02903,United States,https://www.textron.com,Aerospace & Defense,Industrials,16334813184,USD,19089041408,1344999936,7.179,1688000000,3963000064,0.638,1.789,13896999936,57.837,71.645,0.04968,0.1338,793500032,1167000064,0.034,0.03,0.16529,0.121470004,0.10094,USD,"Textron Inc. operates in the aircraft, defense, industrial, and finance businesses worldwide. It operates through six segments: Textron Aviation, Bell, Textron Systems, Industrial, Textron eAviation, and Finance. The Textron Aviation segment manufactures, sells, and services business jets, turboprop and piston engine aircraft, and military trainer and defense aircraft; and offers maintenance, inspection, and repair services, as well as sells commercial parts. The Bell segment supplies military and commercial helicopters, tiltrotor aircrafts, and related spare parts and services. The Textron Systems segment offers unmanned aircraft systems, electronic systems and solutions, advanced marine crafts, piston aircraft engines, live military air-to-air and air-to-ship training, weapons and related components, and armored and specialty vehicles. The Industrial segment offers blow-molded solutions, including conventional plastic fuel tanks and pressurized fuel tanks for hybrid vehicle applications, clear-vision systems, plastic tanks for catalytic reduction systems, and battery housing systems for use in electric vehicles primarily to automobile original equipment manufacturers (OEMs); and golf cars, off-road utility vehicles, powersports products, light transportation vehicles, aviation ground support equipment, professional turf-maintenance equipment, and turf-care vehicles to golf courses and resorts, government agencies and municipalities, consumers, outdoor enthusiasts, and commercial and industrial users. The Textron eAviation segment manufactures and sells light aircraft and gliders with electric and combustion engines; and provides other research and development initiatives related to sustainable aviation solutions. The Finance segment offers financing services to purchase new and pre-owned aviation aircraft and Bell helicopters. Textron Inc. was founded in 1923 and is headquartered in Providence, Rhode Island."
ENPH,US29355A1079,"Enphase Energy, Inc.","Enphase Energy, Inc.",EQUITY,47281 Bayside Parkway,Fremont,CA,94538,United States,https://www.enphase.com,Solar,Technology,15509881856,USD,15234949120,1646403968,12.158,169412992,1321346944,3.711,4.232,1420449024,149.385,10.449,0.01854,0.13958,243424752,357568000,-0.927,-0.573,0.43539003,0.11927,0.00979,USD,"Enphase Energy, Inc., together with its subsidiaries, designs, develops, manufactures, and sells home energy solutions for the solar photovoltaic industry in the United States and internationally. The company offers semiconductor-based microinverter, which converts energy at the individual solar module level and combines with its proprietary networking and software technologies to provide energy monitoring and control. It also provides microinverter units and related accessories, an IQ gateway; IQ batteries; the cloud-based Enlighten monitoring service; storage solutions; and electric vehicle charging solutions, as well as design, proposal, permitting, and lead generation services. The company sells its solutions to solar distributors; and directly to large installers, original equipment manufacturers, strategic partners, and homeowners, as well as through its legacy product upgrade program or online store. Enphase Energy, Inc. was incorporated in 2006 and is headquartered in Fremont, California."
AMCR,JE00BJ1F3079,Amcor plc,Amcor plc,EQUITY,Thurgauerstrasse 34,Zurich,N/A,8050,Switzerland,https://www.amcor.com,Packaging & Containers,Consumer Cyclical,15848154112,USD,22620340224,588000000,0.407,1856999936,7392999936,0.571,1.165,13639999488,187.023,9.479,0.0475,0.18400998,696750016,1320999936,0.443,-0.038,0.19883,0.13614,0.10438,USD,"Amcor plc develops, produces, and sells packaging products in Europe, North America, Latin America, and the Asia Pacific. The company operates in two segments, Flexibles and Rigid Packaging. The Flexibles segment offers flexible and film packaging products in the food and beverage, medical and pharmaceutical, fresh produce, snack food, personal care, and other industries. The Rigid Packaging segment provides rigid containers for various beverage and food products, including carbonated soft drinks, water, juices, sports drinks, milk-based beverages, spirits and beer, sauces, dressings, spreads, and personal care items; and plastic caps for various applications. It sells its products through its direct sales force. The company was incorporated in 1926 and is headquartered in Zurich, Switzerland."
PNR,IE00BLS09M33,Pentair plc.,Pentair plc,EQUITY,Regal House,London,N/A,TW13 QS,United Kingdom,https://www.pentair.com,Specialty Industrial Machinery,Industrials,15814988800,USD,17360285696,214300000,1.295,951500032,1885400064,0.888,1.645,4109900032,54.921,24.826,0.08009,0.20722,491200000,712300032,0.204,0.016,0.38025,0.23150998,0.24114999,USD,"Pentair plc provides various water solutions in the United States, Western Europe, China, Eastern Europe, Latin America, the Middle East, Southeast Asia, Australia, Canada, and Japan. The company operates through three segments: Flow, Water Solutions, and Pool. The Flow segment designs, manufactures, and sells fluid treatment and pump products and systems, including pressure vessels, gas recovery solutions, membrane bioreactors, wastewater reuse systems and advanced membrane filtration, separation systems, water disposal pumps, water supply pumps, fluid transfer pumps, turbine pumps, solid handling pumps, and agricultural spray nozzles for fluid delivery, ion exchange, desalination, food and beverage, separation technologies in the oil and gas industry, residential and municipal wells, water treatment, wastewater solids handling, pressure boosting, circulation and transfer, fire suppression, flood control, agricultural irrigation, and crop spray in residential, commercial, and industrial markets. The Water Solutions segment provides commercial and residential water treatment products and systems, including pressure tanks, control valves, activated carbon products, commercial ice machines, conventional filtration products, and point-of-entry and point-of-use water treatment systems, as well as installation and preventative services for use in residential whole home water filtration, drinking water filtration, and water softening solutions, as well as commercial total water management and filtration in foodservice operations. The Pool segment provides residential and commercial pool equipment and accessories comprising pumps, filters, heaters, lights, automatic controls, automatic cleaners, maintenance equipment, and pool accessories for applications in residential and commercial pool maintenance, pool repair, renovation, service, and construction and aquaculture solutions. Pentair plc was founded in 1966 and is headquartered in London, the United Kingdom."
